shipname|shipaddress|shipcity|shipregion|shippostalcode|shipcountry|customerid|customername|address|city|region|postalcode|country|salesperson|orderid|orderdate|requireddate|shippeddate|shippername|productid|productname|unitprice|quantity|discount|extendedprice|freight,,
"Berglunds snabbkp|Berguvsvgen 8|Lule||S-958 22|Sweden|BERGS|Berglunds snabbkp|Berguvsvgen  8|Lule||S-958 22|Sweden|0.0|10444|""1997-02-12 00:00:00""|""1997-03-12 00:00:00""|""1997-02-21 00:00:00""|Federal Shipping|26|Gumbr Gummibrchen|24.9000|15|0.0|373.0|3.5000",,
"Berglunds snabbkp|Berguvsvgen 8|Lule||S-958 22|Sweden|BERGS|Berglunds snabbkp|Berguvsvgen  8|Lule||S-958 22|Sweden|0.0|10444|""1997-02-12 00:00:00""|""1997-03-12 00:00:00""|""1997-02-21 00:00:00""|Federal Shipping|35|Steeleye Stout|14.4000|8|0.0|115.0|3.5000",,
"Berglunds snabbkp|Berguvsvgen 8|Lule||S-958 22|Sweden|BERGS|Berglunds snabbkp|Berguvsvgen  8|Lule||S-958 22|Sweden|0.0|10444|""1997-02-12 00:00:00""|""1997-03-12 00:00:00""|""1997-02-21 00:00:00""|Federal Shipping|41|Jack's New England Clam Chowder|7.7000|30|0.0|231.0|3.5000",,
"Kniglich Essen|Maubelstr. 90|Brandenburg||""14776""|Germany|KOENE|Kniglich Essen|Maubelstr. 90|Brandenburg||""14776""|Germany|0.0|10468|""1997-03-07 00:00:00""|""1997-04-04 00:00:00""|""1997-03-12 00:00:00""|Federal Shipping|30|Nord-Ost Matjeshering|20.7000|8|0.0|165.0|44.1200",,
"Kniglich Essen|Maubelstr. 90|Brandenburg||""14776""|Germany|KOENE|Kniglich Essen|Maubelstr. 90|Brandenburg||""14776""|Germany|0.0|10468|""1997-03-07 00:00:00""|""1997-04-04 00:00:00""|""1997-03-12 00:00:00""|Federal Shipping|43|Ipoh Coffee|36.8000|15|0.0|552.0|44.1200",,
"Rattlesnake Canyon Grocery|""2817 Milton Dr.""|Albuquerque|NM|""87110""|USA|RATTC|Rattlesnake Canyon Grocery|""2817 Milton Dr.""|Albuquerque|NM|""87110""|USA|0.0|10479|""1997-03-19 00:00:00""|""1997-04-16 00:00:00""|""1997-03-21 00:00:00""|Federal Shipping|38|Cte de Blaye|210.8000|30|0.0|6324.0|708.9500",,
"Rattlesnake Canyon Grocery|""2817 Milton Dr.""|Albuquerque|NM|""87110""|USA|RATTC|Rattlesnake Canyon Grocery|""2817 Milton Dr.""|Albuquerque|NM|""87110""|USA|0.0|10479|""1997-03-19 00:00:00""|""1997-04-16 00:00:00""|""1997-03-21 00:00:00""|Federal Shipping|53|Perth Pasties|26.2000|28|0.0|733.0|708.9500",,
"Rattlesnake Canyon Grocery|""2817 Milton Dr.""|Albuquerque|NM|""87110""|USA|RATTC|Rattlesnake Canyon Grocery|""2817 Milton Dr.""|Albuquerque|NM|""87110""|USA|0.0|10479|""1997-03-19 00:00:00""|""1997-04-16 00:00:00""|""1997-03-21 00:00:00""|Federal Shipping|59|Raclette Courdavault|44.0000|60|0.0|2640.0|708.9500",,
"Rattlesnake Canyon Grocery|""2817 Milton Dr.""|Albuquerque|NM|""87110""|USA|RATTC|Rattlesnake Canyon Grocery|""2817 Milton Dr.""|Albuquerque|NM|""87110""|USA|0.0|10479|""1997-03-19 00:00:00""|""1997-04-16 00:00:00""|""1997-03-21 00:00:00""|Federal Shipping|64|Wimmers gute Semmelkndel|26.6000|30|0.0|798.0|708.9500",,
"B-s Beverages|Fauntleroy Circus|London||EC2 5NT|UK|BSBEV|B's Beverages|Fauntleroy Circus|London||EC2 5NT|UK|0.0|10484|""1997-03-24 00:00:00""|""1997-04-21 00:00:00""|""1997-04-01 00:00:00""|Federal Shipping|21|Sir Rodney's Scones|8.0000|14|0.0|112.0|6.8800",,
"B-s Beverages|Fauntleroy Circus|London||EC2 5NT|UK|BSBEV|B's Beverages|Fauntleroy Circus|London||EC2 5NT|UK|0.0|10484|""1997-03-24 00:00:00""|""1997-04-21 00:00:00""|""1997-04-01 00:00:00""|Federal Shipping|40|Boston Crab Meat|14.7000|10|0.0|147.0|6.8800",,
"B-s Beverages|Fauntleroy Circus|London||EC2 5NT|UK|BSBEV|B's Beverages|Fauntleroy Circus|London||EC2 5NT|UK|0.0|10484|""1997-03-24 00:00:00""|""1997-04-21 00:00:00""|""1997-04-01 00:00:00""|Federal Shipping|51|Manjimup Dried Apples|42.4000|3|0.0|127.0|6.8800",,
"Laughing Bacchus Wine Cellars|""2319 Elm St.""|Vancouver|BC|V3F 2K1|Canada|LAUGB|Laughing Bacchus Wine Cellars|""1900 Oak St.""|Vancouver|BC|V3F 2K1|Canada|0.0|10495|""1997-04-03 00:00:00""|""1997-05-01 00:00:00""|""1997-04-11 00:00:00""|Federal Shipping|23|Tunnbrd|7.2000|10|0.0|72.0|4.6500",,
"Laughing Bacchus Wine Cellars|""2319 Elm St.""|Vancouver|BC|V3F 2K1|Canada|LAUGB|Laughing Bacchus Wine Cellars|""1900 Oak St.""|Vancouver|BC|V3F 2K1|Canada|0.0|10495|""1997-04-03 00:00:00""|""1997-05-01 00:00:00""|""1997-04-11 00:00:00""|Federal Shipping|41|Jack's New England Clam Chowder|7.7000|20|0.0|154.0|4.6500",,
"Laughing Bacchus Wine Cellars|""2319 Elm St.""|Vancouver|BC|V3F 2K1|Canada|LAUGB|Laughing Bacchus Wine Cellars|""1900 Oak St.""|Vancouver|BC|V3F 2K1|Canada|0.0|10495|""1997-04-03 00:00:00""|""1997-05-01 00:00:00""|""1997-04-11 00:00:00""|Federal Shipping|77|Original Frankfurter grne Soe|10.4000|5|0.0|52.0|4.6500",,
"Mre Paillarde|""43 rue St. Laurent""|Montral|Qubec|H1J 1C3|Canada|MEREP|Mre Paillarde|""43 rue St. Laurent""|Montral|Qubec|H1J 1C3|Canada|0.0|10505|""1997-04-14 00:00:00""|""1997-05-12 00:00:00""|""1997-04-21 00:00:00""|Federal Shipping|62|Tarte au sucre|49.3000|3|0.0|147.0|7.1300",,
"North/South|South House 300 Queensbridge|London||SW7 1RZ|UK|NORTS|North/South|South House 300 Queensbridge|London||SW7 1RZ|UK|0.0|10517|""1997-04-24 00:00:00""|""1997-05-22 00:00:00""|""1997-04-29 00:00:00""|Federal Shipping|52|Filo Mix|7.0000|6|0.0|42.0|32.0700",,
"North/South|South House 300 Queensbridge|London||SW7 1RZ|UK|NORTS|North/South|South House 300 Queensbridge|London||SW7 1RZ|UK|0.0|10517|""1997-04-24 00:00:00""|""1997-05-22 00:00:00""|""1997-04-29 00:00:00""|Federal Shipping|59|Raclette Courdavault|55.0000|4|0.0|220.0|32.0700",,
"North/South|South House 300 Queensbridge|London||SW7 1RZ|UK|NORTS|North/South|South House 300 Queensbridge|London||SW7 1RZ|UK|0.0|10517|""1997-04-24 00:00:00""|""1997-05-22 00:00:00""|""1997-04-29 00:00:00""|Federal Shipping|70|Outback Lager|15.0000|6|0.0|90.0|32.0700",,
"QUICK-Stop|Taucherstrae 10|Cunewalde||""1307""|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||""01307""|Germany|0.0|10540|""1997-05-19 00:00:00""|""1997-06-16 00:00:00""|""1997-06-13 00:00:00""|Federal Shipping|3|Aniseed Syrup|10.0000|60|0.0|600.0|1007.6400",,
"QUICK-Stop|Taucherstrae 10|Cunewalde||""1307""|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||""01307""|Germany|0.0|10540|""1997-05-19 00:00:00""|""1997-06-16 00:00:00""|""1997-06-13 00:00:00""|Federal Shipping|26|Gumbr Gummibrchen|31.2300|40|0.0|1249.0|1007.6400",,
"QUICK-Stop|Taucherstrae 10|Cunewalde||""1307""|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||""01307""|Germany|0.0|10540|""1997-05-19 00:00:00""|""1997-06-16 00:00:00""|""1997-06-13 00:00:00""|Federal Shipping|38|Cte de Blaye|263.5000|30|0.0|7905.0|1007.6400",,
"QUICK-Stop|Taucherstrae 10|Cunewalde||""1307""|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||""01307""|Germany|0.0|10540|""1997-05-19 00:00:00""|""1997-06-16 00:00:00""|""1997-06-13 00:00:00""|Federal Shipping|68|Scottish Longbreads|12.5000|35|0.0|437.0|1007.6400",,
Galera del gastronmo|Rambla de Catalua," 23|Barcelona||""8022""|Spain|GALED|Galera del gastrnomo|Rambla de Catalua"," 23|Barcelona||""08022""|Spain|0.0|10568|""1997-06-13 00:00:00""|""1997-07-11 00:00:00""|""1997-07-09 00:00:00""|Federal Shipping|10|Ikura|31.0000|5|0.0|155.0|6.5400"
"Mre Paillarde|""43 rue St. Laurent""|Montral|Qubec|H1J 1C3|Canada|MEREP|Mre Paillarde|""43 rue St. Laurent""|Montral|Qubec|H1J 1C3|Canada|0.0|10570|""1997-06-17 00:00:00""|""1997-07-15 00:00:00""|""1997-06-19 00:00:00""|Federal Shipping|11|Queso Cabrales|21.0000|15|0.0|315.0|188.9900",,
"Mre Paillarde|""43 rue St. Laurent""|Montral|Qubec|H1J 1C3|Canada|MEREP|Mre Paillarde|""43 rue St. Laurent""|Montral|Qubec|H1J 1C3|Canada|0.0|10570|""1997-06-17 00:00:00""|""1997-07-15 00:00:00""|""1997-06-19 00:00:00""|Federal Shipping|56|Gnocchi di nonna Alice|38.0000|60|0.0|2280.0|188.9900",,
"Tortuga Restaurante|Avda. Azteca 123|Mxico D.F.||""5033""|Mexico|TORTU|Tortuga Restaurante|Avda. Azteca 123|Mxico D.F.||""05033""|Mexico|0.0|10576|""1997-06-23 00:00:00""|""1997-07-07 00:00:00""|""1997-06-30 00:00:00""|Federal Shipping|1|Chai|18.0000|10|0.0|180.0|18.5600",,
"Tortuga Restaurante|Avda. Azteca 123|Mxico D.F.||""5033""|Mexico|TORTU|Tortuga Restaurante|Avda. Azteca 123|Mxico D.F.||""05033""|Mexico|0.0|10576|""1997-06-23 00:00:00""|""1997-07-07 00:00:00""|""1997-06-30 00:00:00""|Federal Shipping|31|Gorgonzola Telino|12.5000|20|0.0|250.0|18.5600",,
"Tortuga Restaurante|Avda. Azteca 123|Mxico D.F.||""5033""|Mexico|TORTU|Tortuga Restaurante|Avda. Azteca 123|Mxico D.F.||""05033""|Mexico|0.0|10576|""1997-06-23 00:00:00""|""1997-07-07 00:00:00""|""1997-06-30 00:00:00""|Federal Shipping|44|Gula Malacca|19.4500|21|0.0|408.0|18.5600",,
"Mre Paillarde|""43 rue St. Laurent""|Montral|Qubec|H1J 1C3|Canada|MEREP|Mre Paillarde|""43 rue St. Laurent""|Montral|Qubec|H1J 1C3|Canada|0.0|10619|""1997-08-04 00:00:00""|""1997-09-01 00:00:00""|""1997-08-07 00:00:00""|Federal Shipping|21|Sir Rodney's Scones|10.0000|42|0.0|420.0|91.0500",,
"Mre Paillarde|""43 rue St. Laurent""|Montral|Qubec|H1J 1C3|Canada|MEREP|Mre Paillarde|""43 rue St. Laurent""|Montral|Qubec|H1J 1C3|Canada|0.0|10619|""1997-08-04 00:00:00""|""1997-09-01 00:00:00""|""1997-08-07 00:00:00""|Federal Shipping|22|Gustaf's Knckebrd|21.0000|40|0.0|840.0|91.0500",,
"Great Lakes Food Market|""2732 Baker Blvd.""|Eugene|OR|""97403""|USA|GREAL|Great Lakes Food Market|""2732 Baker Blvd.""|Eugene|OR|""97403""|USA|0.0|10681|""1997-09-25 00:00:00""|""1997-10-23 00:00:00""|""1997-09-30 00:00:00""|Federal Shipping|19|Teatime Chocolate Biscuits|9.2000|30|0.0|276.0|76.1300",,
"Great Lakes Food Market|""2732 Baker Blvd.""|Eugene|OR|""97403""|USA|GREAL|Great Lakes Food Market|""2732 Baker Blvd.""|Eugene|OR|""97403""|USA|0.0|10681|""1997-09-25 00:00:00""|""1997-10-23 00:00:00""|""1997-09-30 00:00:00""|Federal Shipping|21|Sir Rodney's Scones|10.0000|12|0.0|120.0|76.1300",,
"Great Lakes Food Market|""2732 Baker Blvd.""|Eugene|OR|""97403""|USA|GREAL|Great Lakes Food Market|""2732 Baker Blvd.""|Eugene|OR|""97403""|USA|0.0|10681|""1997-09-25 00:00:00""|""1997-10-23 00:00:00""|""1997-09-30 00:00:00""|Federal Shipping|64|Wimmers gute Semmelkndel|33.2500|28|0.0|931.0|76.1300",,
"White Clover Markets|""1029 - 12th Ave. S.""|Seattle|WA|""98124""|USA|WHITC|White Clover Markets|""305 - 14th Ave. S. Suite 3B""|Seattle|WA|""98128""|USA|0.0|10693|""1997-10-06 00:00:00""|""1997-10-20 00:00:00""|""1997-10-10 00:00:00""|Federal Shipping|9|Mishi Kobe Niku|97.0000|6|0.0|582.0|139.3400",,
"White Clover Markets|""1029 - 12th Ave. S.""|Seattle|WA|""98124""|USA|WHITC|White Clover Markets|""305 - 14th Ave. S. Suite 3B""|Seattle|WA|""98128""|USA|0.0|10693|""1997-10-06 00:00:00""|""1997-10-20 00:00:00""|""1997-10-10 00:00:00""|Federal Shipping|54|Tourtire|7.4500|60|0.0|447.0|139.3400",,
"White Clover Markets|""1029 - 12th Ave. S.""|Seattle|WA|""98124""|USA|WHITC|White Clover Markets|""305 - 14th Ave. S. Suite 3B""|Seattle|WA|""98128""|USA|0.0|10693|""1997-10-06 00:00:00""|""1997-10-20 00:00:00""|""1997-10-10 00:00:00""|Federal Shipping|69|Gudbrandsdalsost|36.0000|30|0.0|1080.0|139.3400",,
"White Clover Markets|""1029 - 12th Ave. S.""|Seattle|WA|""98124""|USA|WHITC|White Clover Markets|""305 - 14th Ave. S. Suite 3B""|Seattle|WA|""98128""|USA|0.0|10693|""1997-10-06 00:00:00""|""1997-10-20 00:00:00""|""1997-10-10 00:00:00""|Federal Shipping|73|Rd Kaviar|15.0000|15|0.0|225.0|139.3400",,
"Morgenstern Gesundkost|Heerstr. 22|Leipzig||""4179""|Germany|MORGK|Morgenstern Gesundkost|Heerstr. 22|Leipzig||""04179""|Germany|0.0|10699|""1997-10-09 00:00:00""|""1997-11-06 00:00:00""|""1997-10-13 00:00:00""|Federal Shipping|47|Zaanse koeken|9.5000|12|0.0|114.0|0.5800",,
"Vins et alcools Chevalier|""59 rue de l-Abbaye""|Reims||""51100""|France|VINET|Vins et alcools Chevalier|""59 rue de l'Abbaye""|Reims||""51100""|France|0.0|10739|""1997-11-12 00:00:00""|""1997-12-10 00:00:00""|""1997-11-17 00:00:00""|Federal Shipping|36|Inlagd Sill|19.0000|6|0.0|114.0|11.0800",,
"Vins et alcools Chevalier|""59 rue de l-Abbaye""|Reims||""51100""|France|VINET|Vins et alcools Chevalier|""59 rue de l'Abbaye""|Reims||""51100""|France|0.0|10739|""1997-11-12 00:00:00""|""1997-12-10 00:00:00""|""1997-11-17 00:00:00""|Federal Shipping|52|Filo Mix|7.0000|18|0.0|126.0|11.0800",,
"Bottom-Dollar Markets|""23 Tsawassen Blvd.""|Tsawassen|BC|T2F 8M4|Canada|BOTTM|Bottom-Dollar Markets|""23 Tsawassen Blvd.""|Tsawassen|BC|T2F 8M4|Canada|0.0|10742|""1997-11-14 00:00:00""|""1997-12-12 00:00:00""|""1997-11-18 00:00:00""|Federal Shipping|3|Aniseed Syrup|10.0000|20|0.0|200.0|243.7300",,
"Bottom-Dollar Markets|""23 Tsawassen Blvd.""|Tsawassen|BC|T2F 8M4|Canada|BOTTM|Bottom-Dollar Markets|""23 Tsawassen Blvd.""|Tsawassen|BC|T2F 8M4|Canada|0.0|10742|""1997-11-14 00:00:00""|""1997-12-12 00:00:00""|""1997-11-18 00:00:00""|Federal Shipping|60|Camembert Pierrot|34.0000|50|0.0|1700.0|243.7300",,
"Bottom-Dollar Markets|""23 Tsawassen Blvd.""|Tsawassen|BC|T2F 8M4|Canada|BOTTM|Bottom-Dollar Markets|""23 Tsawassen Blvd.""|Tsawassen|BC|T2F 8M4|Canada|0.0|10742|""1997-11-14 00:00:00""|""1997-12-12 00:00:00""|""1997-11-18 00:00:00""|Federal Shipping|72|Mozzarella di Giovanni|34.8000|35|0.0|1218.0|243.7300",,
"Richter Supermarkt|Starenweg 5|Genve||""1204""|Switzerland|RICSU|Richter Supermarkt|Grenzacherweg 237|Genve||""1203""|Switzerland|0.0|10751|""1997-11-24 00:00:00""|""1997-12-22 00:00:00""|""1997-12-03 00:00:00""|Federal Shipping|26|Gumbr Gummibrchen|31.2300|12|0.0|374.0|130.7900",,
"Richter Supermarkt|Starenweg 5|Genve||""1204""|Switzerland|RICSU|Richter Supermarkt|Grenzacherweg 237|Genve||""1203""|Switzerland|0.0|10751|""1997-11-24 00:00:00""|""1997-12-22 00:00:00""|""1997-12-03 00:00:00""|Federal Shipping|30|Nord-Ost Matjeshering|25.8900|30|0.0|776.0|130.7900",,
"Richter Supermarkt|Starenweg 5|Genve||""1204""|Switzerland|RICSU|Richter Supermarkt|Grenzacherweg 237|Genve||""1203""|Switzerland|0.0|10751|""1997-11-24 00:00:00""|""1997-12-22 00:00:00""|""1997-12-03 00:00:00""|Federal Shipping|50|Valkoinen suklaa|16.2500|20|0.0|325.0|130.7900",,
"Richter Supermarkt|Starenweg 5|Genve||""1204""|Switzerland|RICSU|Richter Supermarkt|Grenzacherweg 237|Genve||""1203""|Switzerland|0.0|10751|""1997-11-24 00:00:00""|""1997-12-22 00:00:00""|""1997-12-03 00:00:00""|Federal Shipping|73|Rd Kaviar|15.0000|15|0.0|225.0|130.7900",,
"Richter Supermarkt|Starenweg 5|Genve||""1204""|Switzerland|RICSU|Richter Supermarkt|Grenzacherweg 237|Genve||""1203""|Switzerland|0.0|10758|""1997-11-28 00:00:00""|""1997-12-26 00:00:00""|""1997-12-04 00:00:00""|Federal Shipping|26|Gumbr Gummibrchen|31.2300|20|0.0|624.0|138.1700",,
"Richter Supermarkt|Starenweg 5|Genve||""1204""|Switzerland|RICSU|Richter Supermarkt|Grenzacherweg 237|Genve||""1203""|Switzerland|0.0|10758|""1997-11-28 00:00:00""|""1997-12-26 00:00:00""|""1997-12-04 00:00:00""|Federal Shipping|52|Filo Mix|7.0000|60|0.0|420.0|138.1700",,
"Richter Supermarkt|Starenweg 5|Genve||""1204""|Switzerland|RICSU|Richter Supermarkt|Grenzacherweg 237|Genve||""1203""|Switzerland|0.0|10758|""1997-11-28 00:00:00""|""1997-12-26 00:00:00""|""1997-12-04 00:00:00""|Federal Shipping|70|Outback Lager|15.0000|40|0.0|600.0|138.1700",,
"Ana Trujillo Emparedados y helados|Avda. de la Constitucin 2222|Mxico D.F.||""5021""|Mexico|ANATR|Ana Trujillo Emparedados y helados|Avda. de la Constitucin 2222|Mxico D.F.||""05021""|Mexico|0.0|10759|""1997-11-28 00:00:00""|""1997-12-26 00:00:00""|""1997-12-12 00:00:00""|Federal Shipping|32|Mascarpone Fabioli|32.0000|10|0.0|320.0|11.9900",,
"Folies gourmandes|""184"," chausse de Tournai""|Lille||""59000""|France|FOLIG|Folies gourmandes|""184"," chausse de Tournai""|Lille||""59000""|France|0.0|10763|""1997-12-03 00:00:00""|""1997-12-31 00:00:00""|""1997-12-08 00:00:00""|Federal Shipping|21|Sir Rodney's Scones|10.0000|40|0.0|400.0|37.3500"
"Folies gourmandes|""184"," chausse de Tournai""|Lille||""59000""|France|FOLIG|Folies gourmandes|""184"," chausse de Tournai""|Lille||""59000""|France|0.0|10763|""1997-12-03 00:00:00""|""1997-12-31 00:00:00""|""1997-12-08 00:00:00""|Federal Shipping|22|Gustaf's Knckebrd|21.0000|6|0.0|126.0|37.3500"
"Folies gourmandes|""184"," chausse de Tournai""|Lille||""59000""|France|FOLIG|Folies gourmandes|""184"," chausse de Tournai""|Lille||""59000""|France|0.0|10763|""1997-12-03 00:00:00""|""1997-12-31 00:00:00""|""1997-12-08 00:00:00""|Federal Shipping|24|Guaran Fantstica|4.5000|20|0.0|90.0|37.3500"
"QUICK-Stop|Taucherstrae 10|Cunewalde||""1307""|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||""01307""|Germany|0.0|10765|""1997-12-04 00:00:00""|""1998-01-01 00:00:00""|""1997-12-09 00:00:00""|Federal Shipping|65|Louisiana Fiery Hot Pepper Sauce|21.0500|80|0.0|1684.0|42.7400",,
"Around the Horn|Brook Farm Stratford St. Mary|Colchester|Essex|CO7 6JX|UK|AROUT|Around the Horn|""120 Hanover Sq.""|London||WA1 1DP|UK|0.0|10793|""1997-12-24 00:00:00""|""1998-01-21 00:00:00""|""1998-01-08 00:00:00""|Federal Shipping|41|Jack's New England Clam Chowder|9.6500|14|0.0|135.0|4.5200",,
